 ,Area,Mean,Min,Max,X,Y,BX,BY,Width,Height
1,0,255,255,255,2558,2086,2558,2086,1,1
2,0,255,255,255,3110,2060,3110,2060,1,1
3,0,255,255,255,3036,2042,3036,2042,1,1
4,0,255,255,255,2774,2038,2774,2038,1,1
5,0,255,255,255,2458,2016,2458,2016,1,1
6,0,255,255,255,2408,1994,2408,1994,1,1
7,0,255,255,255,2376,1964,2376,1964,1,1
8,0,255,255,255,2660,1915,2660,1915,1,1
9,0,255,255,255,2506,1913,2506,1913,1,1
10,0,255,255,255,2235,1909,2235,1909,1,1
11,0,255,255,255,2859,1906,2859,1906,1,1
12,0,255,255,255,3051,1900,3051,1900,1,1
13,0,255,255,255,2313,1829,2313,1829,1,1
14,0,255,255,255,2689,1790,2689,1790,1,1
15,0,255,255,255,2848,1744,2848,1744,1,1
16,0,255,255,255,2124,1719,2124,1719,1,1
17,0,255,255,255,2079,1717,2079,1717,1,1
18,0,255,255,255,2177,1699,2177,1699,1,1
19,0,255,255,255,2631,1696,2631,1696,1,1
20,0,255,255,255,2016,1684,2016,1684,1,1
21,0,255,255,255,2396,1677,2396,1677,1,1
22,0,255,255,255,2732,1675,2732,1675,1,1
23,0,255,255,255,2308,1672,2308,1672,1,1
24,0,255,255,255,2082,1665,2082,1665,1,1
25,0,255,255,255,2731,1653,2731,1653,1,1
26,0,255,255,255,2798,1647,2798,1647,1,1
27,0,255,255,255,2175,1646,2175,1646,1,1
28,0,255,255,255,2307,1642,2307,1642,1,1
29,0,255,255,255,2046,1639,2046,1639,1,1
30,0,255,255,255,2100,1625,2100,1625,1,1
31,0,255,255,255,2258,1620,2258,1620,1,1
32,0,255,255,255,1972,1600,1972,1600,1,1
33,0,255,255,255,2735,1596,2735,1596,1,1
34,0,255,255,255,2140,1596,2140,1596,1,1
35,0,255,255,255,2020,1596,2020,1596,1,1
36,0,255,255,255,2044,1594,2044,1594,1,1
37,0,255,255,255,2058,1593,2058,1593,1,1
38,0,255,255,255,1970,1589,1970,1589,1,1
39,0,255,255,255,2875,1584,2875,1584,1,1
40,0,255,255,255,1965,1583,1965,1583,1,1
41,0,255,255,255,2083,1576,2083,1576,1,1
42,0,255,255,255,2440,1573,2440,1573,1,1
43,0,255,255,255,1998,1570,1998,1570,1,1
44,0,255,255,255,2298,1564,2298,1564,1,1
45,0,255,255,255,2428,1561,2428,1561,1,1
46,0,255,255,255,2180,1559,2180,1559,1,1
47,0,255,255,255,1994,1552,1994,1552,1,1
48,0,255,255,255,2405,1550,2405,1550,1,1
49,0,255,255,255,2027,1541,2027,1541,1,1
50,0,255,255,255,1948,1540,1948,1540,1,1
51,0,255,255,255,2237,1539,2237,1539,1,1
52,0,255,255,255,2323,1538,2323,1538,1,1
53,0,255,255,255,1876,1538,1876,1538,1,1
54,0,255,255,255,1859,1533,1859,1533,1,1
55,0,255,255,255,2344,1530,2344,1530,1,1
56,0,255,255,255,2092,1529,2092,1529,1,1
57,0,255,255,255,1828,1524,1828,1524,1,1
58,0,255,255,255,1975,1515,1975,1515,1,1
59,0,255,255,255,2286,1510,2286,1510,1,1
60,0,255,255,255,2876,1497,2876,1497,1,1
61,0,255,255,255,881,1492,881,1492,1,1
62,0,255,255,255,2692,1486,2692,1486,1,1
63,0,255,255,255,2298,1478,2298,1478,1,1
64,0,255,255,255,2169,1471,2169,1471,1,1
65,0,255,255,255,2792,1468,2792,1468,1,1
66,0,255,255,255,2895,1462,2895,1462,1,1
67,0,255,255,255,2667,1460,2667,1460,1,1
68,0,255,255,255,1856,1458,1856,1458,1,1
69,0,255,255,255,1828,1455,1828,1455,1,1
70,0,255,255,255,2296,1453,2296,1453,1,1
71,0,255,255,255,2154,1447,2154,1447,1,1
72,0,255,255,255,1911,1447,1911,1447,1,1
73,0,255,255,255,2062,1443,2062,1443,1,1
74,0,255,255,255,2702,1442,2702,1442,1,1
75,0,255,255,255,1967,1442,1967,1442,1,1
76,0,255,255,255,1017,1441,1017,1441,1,1
77,0,255,255,255,2459,1432,2459,1432,1,1
78,0,255,255,255,978,1428,978,1428,1,1
79,0,255,255,255,1921,1426,1921,1426,1,1
80,0,255,255,255,2644,1424,2644,1424,1,1
81,0,255,255,255,1970,1423,1970,1423,1,1
82,0,255,255,255,1084,1423,1084,1423,1,1
83,0,255,255,255,1299,1422,1299,1422,1,1
84,0,255,255,255,2362,1420,2362,1420,1,1
85,0,255,255,255,1888,1420,1888,1420,1,1
86,0,255,255,255,2436,1419,2436,1419,1,1
87,0,255,255,255,1812,1419,1812,1419,1,1
88,0,255,255,255,2073,1418,2073,1418,1,1
89,0,255,255,255,1001,1418,1001,1418,1,1
90,0,255,255,255,2055,1415,2055,1415,1,1
91,0,255,255,255,1149,1412,1149,1412,1,1
92,0,255,255,255,1980,1411,1980,1411,1,1
93,0,255,255,255,931,1410,931,1410,1,1
94,0,255,255,255,1910,1409,1910,1409,1,1
95,0,255,255,255,1922,1408,1922,1408,1,1
96,0,255,255,255,3042,1405,3042,1405,1,1
97,0,255,255,255,2039,1402,2039,1402,1,1
98,0,255,255,255,1392,1402,1392,1402,1,1
99,0,255,255,255,1944,1399,1944,1399,1,1
100,0,255,255,255,1220,1397,1220,1397,1,1
101,0,255,255,255,1246,1395,1246,1395,1,1
102,0,255,255,255,2076,1393,2076,1393,1,1
103,0,255,255,255,2061,1393,2061,1393,1,1
104,0,255,255,255,1894,1386,1894,1386,1,1
105,0,255,255,255,1366,1383,1366,1383,1,1
106,0,255,255,255,1911,1382,1911,1382,1,1
107,0,255,255,255,2360,1381,2360,1381,1,1
108,0,255,255,255,2328,1381,2328,1381,1,1
109,0,255,255,255,1985,1380,1985,1380,1,1
110,0,255,255,255,2058,1378,2058,1378,1,1
111,0,255,255,255,2986,1376,2986,1376,1,1
112,0,255,255,255,1987,1374,1987,1374,1,1
113,0,255,255,255,1832,1373,1832,1373,1,1
114,0,255,255,255,2509,1372,2509,1372,1,1
115,0,255,255,255,1928,1370,1928,1370,1,1
116,0,255,255,255,2766,1369,2766,1369,1,1
117,0,255,255,255,2169,1369,2169,1369,1,1
118,0,255,255,255,2277,1368,2277,1368,1,1
119,0,255,255,255,1300,1365,1300,1365,1,1
120,0,255,255,255,1806,1364,1806,1364,1,1
121,0,255,255,255,2150,1358,2150,1358,1,1
122,0,255,255,255,2104,1358,2104,1358,1,1
123,0,255,255,255,2186,1357,2186,1357,1,1
124,0,255,255,255,1918,1355,1918,1355,1,1
125,0,255,255,255,1492,1355,1492,1355,1,1
126,0,255,255,255,2458,1350,2458,1350,1,1
127,0,255,255,255,1855,1350,1855,1350,1,1
128,0,255,255,255,2080,1349,2080,1349,1,1
129,0,255,255,255,1266,1349,1266,1349,1,1
130,0,255,255,255,1815,1346,1815,1346,1,1
131,0,255,255,255,2230,1345,2230,1345,1,1
132,0,255,255,255,1939,1345,1939,1345,1,1
133,0,255,255,255,2368,1344,2368,1344,1,1
134,0,255,255,255,2171,1341,2171,1341,1,1
135,0,255,255,255,1859,1339,1859,1339,1,1
136,0,255,255,255,1838,1339,1838,1339,1,1
137,0,255,255,255,2532,1336,2532,1336,1,1
138,0,255,255,255,1510,1334,1510,1334,1,1
139,0,255,255,255,1253,1334,1253,1334,1,1
140,0,255,255,255,2088,1333,2088,1333,1,1
141,0,255,255,255,1882,1333,1882,1333,1,1
142,0,255,255,255,1159,1332,1159,1332,1,1
143,0,255,255,255,1413,1331,1413,1331,1,1
144,0,255,255,255,1193,1330,1193,1330,1,1
145,0,255,255,255,666,1329,666,1329,1,1
146,0,255,255,255,2935,1328,2935,1328,1,1
147,0,255,255,255,2967,1327,2967,1327,1,1
148,0,255,255,255,2228,1327,2228,1327,1,1
149,0,255,255,255,2116,1323,2116,1323,1,1
150,0,255,255,255,2209,1322,2209,1322,1,1
151,0,255,255,255,2146,1321,2146,1321,1,1
152,0,255,255,255,1344,1321,1344,1321,1,1
153,0,255,255,255,1222,1320,1222,1320,1,1
154,0,255,255,255,2840,1319,2840,1319,1,1
155,0,255,255,255,2176,1317,2176,1317,1,1
156,0,255,255,255,1035,1315,1035,1315,1,1
157,0,255,255,255,2122,1314,2122,1314,1,1
158,0,255,255,255,2106,1313,2106,1313,1,1
159,0,255,255,255,2085,1313,2085,1313,1,1
160,0,255,255,255,2031,1313,2031,1313,1,1
161,0,255,255,255,1863,1309,1863,1309,1,1
162,0,255,255,255,1923,1310,1923,1310,1,1
163,0,255,255,255,2047,1304,2047,1304,1,1
