 ,Area,Mean,Min,Max,X,Y,BX,BY,Width,Height
1,0,255,255,255,3068,1725,3068,1725,1,1
2,0,255,255,255,2344,1699,2344,1699,1,1
3,0,255,255,255,2375,1683,2375,1683,1,1
4,0,255,255,255,2377,1656,2377,1656,1,1
5,0,255,255,255,2299,1645,2299,1645,1,1
6,0,255,255,255,2363,1606,2363,1606,1,1
7,0,255,255,255,3440,1581,3440,1581,1,1
8,0,255,255,255,2312,1575,2312,1575,1,1
9,0,255,255,255,2264,1566,2264,1566,1,1
10,0,255,255,255,2294,1520,2294,1520,1,1
11,0,255,255,255,2119,1520,2119,1520,1,1
12,0,255,255,255,2045,1504,2045,1504,1,1
13,0,255,255,255,3141,1497,3141,1497,1,1
14,0,255,255,255,2019,1496,2019,1496,1,1
15,0,255,255,255,2381,1481,2381,1481,1,1
16,0,255,255,255,2113,1466,2113,1466,1,1
17,0,255,255,255,3191,1461,3191,1461,1,1
18,0,255,255,255,524,1451,524,1451,1,1
19,0,255,255,255,2623,1443,2623,1443,1,1
20,0,255,255,255,2662,1439,2662,1439,1,1
21,0,255,255,255,3072,1436,3072,1436,1,1
22,0,255,255,255,284,1432,284,1432,1,1
23,0,255,255,255,2218,1429,2218,1429,1,1
24,0,255,255,255,2358,1422,2358,1422,1,1
25,0,255,255,255,801,1413,801,1413,1,1
26,0,255,255,255,380,1413,380,1413,1,1
27,0,255,255,255,2644,1412,2644,1412,1,1
28,0,255,255,255,1756,1410,1756,1410,1,1
29,0,255,255,255,2135,1407,2135,1407,1,1
30,0,255,255,255,328,1406,328,1406,1,1
31,0,255,255,255,2103,1405,2103,1405,1,1
32,0,255,255,255,2738,1397,2738,1397,1,1
33,0,255,255,255,2608,1397,2608,1397,1,1
34,0,255,255,255,2043,1393,2043,1393,1,1
35,0,255,255,255,2180,1392,2180,1392,1,1
36,0,255,255,255,2127,1386,2127,1386,1,1
37,0,255,255,255,2103,1375,2103,1375,1,1
38,0,255,255,255,2714,1370,2714,1370,1,1
39,0,255,255,255,1843,1369,1843,1369,1,1
40,0,255,255,255,2013,1361,2013,1361,1,1
41,0,255,255,255,2107,1359,2107,1359,1,1
42,0,255,255,255,712,1358,712,1358,1,1
43,0,255,255,255,1288,1351,1288,1351,1,1
44,0,255,255,255,1162,1348,1162,1348,1,1
45,0,255,255,255,2607,1347,2607,1347,1,1
46,0,255,255,255,2248,1344,2248,1344,1,1
47,0,255,255,255,213,1342,213,1342,1,1
48,0,255,255,255,993,1338,993,1338,1,1
49,0,255,255,255,2282,1337,2282,1337,1,1
50,0,255,255,255,2782,1336,2782,1336,1,1
51,0,255,255,255,972,1327,972,1327,1,1
52,0,255,255,255,1897,1325,1897,1325,1,1
53,0,255,255,255,2564,1317,2564,1317,1,1
54,0,255,255,255,1315,1317,1315,1317,1,1
55,0,255,255,255,1121,1305,1121,1305,1,1
56,0,255,255,255,2740,1303,2740,1303,1,1
57,0,255,255,255,941,1303,941,1303,1,1
58,0,255,255,255,2191,1301,2191,1301,1,1
59,0,255,255,255,1918,1300,1918,1300,1,1
60,0,255,255,255,2771,1296,2771,1296,1,1
61,0,255,255,255,2407,1295,2407,1295,1,1
62,0,255,255,255,273,1289,273,1289,1,1
63,0,255,255,255,1808,1288,1808,1288,1,1
64,0,255,255,255,1111,1284,1111,1284,1,1
65,0,255,255,255,372,1275,372,1275,1,1
66,0,255,255,255,993,1271,993,1271,1,1
67,0,255,255,255,1930,1266,1930,1266,1,1
68,0,255,255,255,1250,1264,1250,1264,1,1
69,0,255,255,255,1356,1258,1356,1258,1,1
70,0,255,255,255,1343,1256,1343,1256,1,1
71,0,255,255,255,1017,1254,1017,1254,1,1
72,0,255,255,255,2295,1242,2295,1242,1,1
73,0,255,255,255,1920,1241,1920,1241,1,1
74,0,255,255,255,1718,1239,1718,1239,1,1
75,0,255,255,255,1692,1238,1692,1238,1,1
76,0,255,255,255,1798,1235,1798,1235,1,1
77,0,255,255,255,1940,1230,1940,1230,1,1
78,0,255,255,255,2095,1229,2095,1229,1,1
79,0,255,255,255,1210,1227,1210,1227,1,1
80,0,255,255,255,834,1228,834,1228,1,1
81,0,255,255,255,2407,1225,2407,1225,1,1
82,0,255,255,255,1763,1223,1763,1223,1,1
83,0,255,255,255,1842,1224,1842,1224,1,1
84,0,255,255,255,2950,1219,2950,1219,1,1
85,0,255,255,255,1326,1217,1326,1217,1,1
86,0,255,255,255,1219,1216,1219,1216,1,1
87,0,255,255,255,2272,1215,2272,1215,1,1
88,0,255,255,255,1021,1213,1021,1213,1,1
89,0,255,255,255,1753,1211,1753,1211,1,1
90,0,255,255,255,2011,1210,2011,1210,1,1
91,0,255,255,255,1431,1210,1431,1210,1,1
92,0,255,255,255,2443,1209,2443,1209,1,1
93,0,255,255,255,2076,1208,2076,1208,1,1
94,0,255,255,255,559,1208,559,1208,1,1
95,0,255,255,255,2030,1206,2030,1206,1,1
96,0,255,255,255,1975,1204,1975,1204,1,1
97,0,255,255,255,1854,1203,1854,1203,1,1
98,0,255,255,255,1204,1203,1204,1203,1,1
99,0,255,255,255,1776,1202,1776,1202,1,1
100,0,255,255,255,1411,1201,1411,1201,1,1
101,0,255,255,255,1168,1201,1168,1201,1,1
102,0,255,255,255,683,1201,683,1201,1,1
103,0,255,255,255,1242,1200,1242,1200,1,1
104,0,255,255,255,2416,1198,2416,1198,1,1
105,0,255,255,255,2096,1196,2096,1196,1,1
106,0,255,255,255,1345,1195,1345,1195,1,1
107,0,255,255,255,2049,1194,2049,1194,1,1
108,0,255,255,255,1447,1194,1447,1194,1,1
109,0,255,255,255,1818,1193,1818,1193,1,1
110,0,255,255,255,2126,1191,2126,1191,1,1
111,0,255,255,255,842,1191,842,1191,1,1
112,0,255,255,255,2500,1186,2500,1186,1,1
113,0,255,255,255,1932,1186,1932,1186,1,1
114,0,255,255,255,2388,1182,2388,1182,1,1
115,0,255,255,255,884,1182,884,1182,1,1
116,0,255,255,255,1356,1181,1356,1181,1,1
117,0,255,255,255,2018,1179,2018,1179,1,1
118,0,255,255,255,2372,1178,2372,1178,1,1
119,0,255,255,255,1237,1177,1237,1177,1,1
120,0,255,255,255,1304,1174,1304,1174,1,1
121,0,255,255,255,1168,1173,1168,1173,1,1
122,0,255,255,255,1210,1170,1210,1170,1,1
123,0,255,255,255,689,1166,689,1166,1,1
124,0,255,255,255,1941,1165,1941,1165,1,1
125,0,255,255,255,1462,1165,1462,1165,1,1
126,0,255,255,255,1432,1164,1432,1164,1,1
127,0,255,255,255,1369,1161,1369,1161,1,1
128,0,255,255,255,1819,1159,1819,1159,1,1
129,0,255,255,255,1711,1157,1711,1157,1,1
130,0,255,255,255,1292,1158,1292,1158,1,1
131,0,255,255,255,1228,1157,1228,1157,1,1
132,0,255,255,255,2266,1156,2266,1156,1,1
133,0,255,255,255,1964,1156,1964,1156,1,1
134,0,255,255,255,2138,1155,2138,1155,1,1
135,0,255,255,255,2396,1153,2396,1153,1,1
136,0,255,255,255,1766,1150,1766,1150,1,1
137,0,255,255,255,1698,1149,1698,1149,1,1
138,0,255,255,255,1415,1145,1415,1145,1,1
139,0,255,255,255,1250,1143,1250,1143,1,1
140,0,255,255,255,1351,1140,1351,1140,1,1
141,0,255,255,255,1888,1137,1888,1137,1,1
142,0,255,255,255,1698,1132,1698,1132,1,1
143,0,255,255,255,2422,1133,2422,1133,1,1
144,0,255,255,255,2238,1133,2238,1133,1,1
145,0,255,255,255,1843,1133,1843,1133,1,1
146,0,255,255,255,1386,1128,1386,1128,1,1
147,0,255,255,255,1061,1128,1061,1128,1,1
148,0,255,255,255,2381,1126,2381,1126,1,1
149,0,255,255,255,1225,1121,1225,1121,1,1
150,0,255,255,255,1095,1120,1095,1120,1,1
151,0,255,255,255,2003,1119,2003,1119,1,1
152,0,255,255,255,1143,1119,1143,1119,1,1
153,0,255,255,255,878,1119,878,1119,1,1
154,0,255,255,255,1417,1116,1417,1116,1,1
155,0,255,255,255,1831,1115,1831,1115,1,1
156,0,255,255,255,1287,1114,1287,1114,1,1
157,0,255,255,255,1479,1112,1479,1112,1,1
158,0,255,255,255,2257,1111,2257,1111,1,1
159,0,255,255,255,1752,1110,1752,1110,1,1
160,0,255,255,255,2277,1108,2277,1108,1,1
161,0,255,255,255,1853,1104,1853,1104,1,1
162,0,255,255,255,486,1104,486,1104,1,1
163,0,255,255,255,1414,1103,1414,1103,1,1
164,0,255,255,255,1781,1100,1781,1100,1,1
165,0,255,255,255,1872,1099,1872,1099,1,1
166,0,255,255,255,956,1099,956,1099,1,1
167,0,255,255,255,1180,1098,1180,1098,1,1
168,0,255,255,255,1322,1091,1322,1091,1,1
169,0,255,255,255,371,1090,371,1090,1,1
170,0,255,255,255,1397,1089,1397,1089,1,1
171,0,255,255,255,1240,1088,1240,1088,1,1
172,0,255,255,255,2423,1085,2423,1085,1,1
173,0,255,255,255,1383,1085,1383,1085,1,1
174,0,255,255,255,1908,1083,1908,1083,1,1
175,0,255,255,255,2255,1082,2255,1082,1,1
176,0,255,255,255,1853,1080,1853,1080,1,1
177,0,255,255,255,805,1080,805,1080,1,1
178,0,255,255,255,1827,1079,1827,1079,1,1
179,0,255,255,255,1033,1079,1033,1079,1,1
180,0,255,255,255,867,1075,867,1075,1,1
181,0,255,255,255,1258,1074,1258,1074,1,1
182,0,255,255,255,1779,1072,1779,1072,1,1
183,0,255,255,255,382,1071,382,1071,1,1
184,0,255,255,255,2011,1069,2011,1069,1,1
185,0,255,255,255,1985,1068,1985,1068,1,1
186,0,255,255,255,1799,1067,1799,1067,1,1
187,0,255,255,255,1739,1066,1739,1066,1,1
188,0,255,255,255,1415,1065,1415,1065,1,1
189,0,255,255,255,2677,1064,2677,1064,1,1
190,0,255,255,255,2136,1064,2136,1064,1,1
191,0,255,255,255,1383,1064,1383,1064,1,1
192,0,255,255,255,1370,1064,1370,1064,1,1
193,0,255,255,255,1862,1063,1862,1063,1,1
194,0,255,255,255,1879,1062,1879,1062,1,1
195,0,255,255,255,1346,1062,1346,1062,1,1
196,0,255,255,255,1926,1059,1926,1059,1,1
197,0,255,255,255,687,1059,687,1059,1,1
198,0,255,255,255,1488,1057,1488,1057,1,1
199,0,255,255,255,1189,1056,1189,1056,1,1
200,0,255,255,255,2074,1055,2074,1055,1,1
201,0,255,255,255,2018,1053,2018,1053,1,1
202,0,255,255,255,1470,1051,1470,1051,1,1
203,0,255,255,255,1329,1052,1329,1052,1,1
204,0,255,255,255,2173,1051,2173,1051,1,1
205,0,255,255,255,906,1050,906,1050,1,1
206,0,255,255,255,1261,1049,1261,1049,1,1
207,0,255,255,255,1745,1048,1745,1048,1,1
208,0,255,255,255,1058,1048,1058,1048,1,1
209,0,255,255,255,1394,1047,1394,1047,1,1
210,0,255,255,255,1866,1046,1866,1046,1,1
211,0,255,255,255,1764,1042,1764,1042,1,1
212,0,255,255,255,1477,1044,1477,1044,1,1
213,0,255,255,255,1307,1044,1307,1044,1,1
214,0,255,255,255,2562,1043,2562,1043,1,1
215,0,255,255,255,1454,1043,1454,1043,1,1
216,0,255,255,255,1423,1043,1423,1043,1,1
217,0,255,255,255,1374,1043,1374,1043,1,1
218,0,255,255,255,1232,1043,1232,1043,1,1
219,0,255,255,255,1071,1041,1071,1041,1,1
220,0,255,255,255,2058,1040,2058,1040,1,1
221,0,255,255,255,1786,1038,1786,1038,1,1
222,0,255,255,255,2025,1037,2025,1037,1,1
223,0,255,255,255,1760,1036,1760,1036,1,1
224,0,255,255,255,1810,1035,1810,1035,1,1
225,0,255,255,255,1962,1034,1962,1034,1,1
226,0,255,255,255,1496,1033,1496,1033,1,1
227,0,255,255,255,1404,1033,1404,1033,1,1
228,0,255,255,255,1366,1030,1366,1030,1,1
229,0,255,255,255,1331,1030,1331,1030,1,1
230,0,255,255,255,2138,1027,2138,1027,1,1
231,0,255,255,255,1979,1027,1979,1027,1,1
232,0,255,255,255,768,1027,768,1027,1,1
233,0,255,255,255,1466,1025,1466,1025,1,1
234,0,255,255,255,1512,1024,1512,1024,1,1
235,0,255,255,255,2027,1023,2027,1023,1,1
236,0,255,255,255,1939,1022,1939,1022,1,1
237,0,255,255,255,1852,1022,1852,1022,1,1
238,0,255,255,255,1190,1022,1190,1022,1,1
239,0,255,255,255,1788,1020,1788,1020,1,1
240,0,255,255,255,2625,1019,2625,1019,1,1
241,0,255,255,255,2002,1018,2002,1018,1,1
242,0,255,255,255,1882,1018,1882,1018,1,1
243,0,255,255,255,1208,1018,1208,1018,1,1
244,0,255,255,255,2085,1017,2085,1017,1,1
245,0,255,255,255,1955,1015,1955,1015,1,1
246,0,255,255,255,872,1015,872,1015,1,1
247,0,255,255,255,1916,1013,1916,1013,1,1
248,0,255,255,255,1766,1013,1766,1013,1,1
249,0,255,255,255,1277,1008,1277,1008,1,1
250,0,255,255,255,1853,1007,1853,1007,1,1
251,0,255,255,255,1974,1006,1974,1006,1,1
252,0,255,255,255,1822,1003,1822,1003,1,1
