 ,Area,Mean,Min,Max,X,Y,BX,BY,Width,Height
1,0,255,255,255,437,1629,437,1629,1,1
2,0,255,255,255,1982,1542,1982,1542,1,1
3,0,255,255,255,2081,1503,2081,1503,1,1
4,0,255,255,255,1662,1472,1662,1472,1,1
5,0,255,255,255,833,1426,833,1426,1,1
6,0,255,255,255,1576,1422,1576,1422,1,1
7,0,255,255,255,1722,1415,1722,1415,1,1
8,0,255,255,255,1539,1405,1539,1405,1,1
9,0,255,255,255,2100,1395,2100,1395,1,1
10,0,255,255,255,1923,1394,1923,1394,1,1
11,0,255,255,255,1516,1390,1516,1390,1,1
12,0,255,255,255,1467,1382,1467,1382,1,1
13,0,255,255,255,1772,1368,1772,1368,1,1
14,0,255,255,255,321,1367,321,1367,1,1
15,0,255,255,255,1542,1365,1542,1365,1,1
16,0,255,255,255,1475,1354,1475,1354,1,1
17,0,255,255,255,706,1353,706,1353,1,1
18,0,255,255,255,510,1349,510,1349,1,1
19,0,255,255,255,2058,1347,2058,1347,1,1
20,0,255,255,255,1502,1337,1502,1337,1,1
21,0,255,255,255,1470,1330,1470,1330,1,1
22,0,255,255,255,1756,1325,1756,1325,1,1
23,0,255,255,255,350,1320,350,1320,1,1
24,0,255,255,255,440,1319,440,1319,1,1
25,0,255,255,255,202,1318,202,1318,1,1
26,0,255,255,255,1585,1314,1585,1314,1,1
27,0,255,255,255,1455,1311,1455,1311,1,1
28,0,255,255,255,1735,1305,1735,1305,1,1
29,0,255,255,255,827,1297,827,1297,1,1
30,0,255,255,255,1715,1292,1715,1292,1,1
31,0,255,255,255,607,1288,607,1288,1,1
32,0,255,255,255,1406,1285,1406,1285,1,1
33,0,255,255,255,1806,1280,1806,1280,1,1
34,0,255,255,255,1739,1275,1739,1275,1,1
35,0,255,255,255,1616,1268,1616,1268,1,1
36,0,255,255,255,1661,1267,1661,1267,1,1
37,0,255,255,255,660,1263,660,1263,1,1
38,0,255,255,255,206,1260,206,1260,1,1
39,0,255,255,255,1449,1259,1449,1259,1,1
40,0,255,255,255,728,1256,728,1256,1,1
41,0,255,255,255,1393,1255,1393,1255,1,1
42,0,255,255,255,1832,1254,1832,1254,1,1
43,0,255,255,255,2687,1249,2687,1249,1,1
44,0,255,255,255,2159,1247,2159,1247,1,1
45,0,255,255,255,356,1238,356,1238,1,1
46,0,255,255,255,1602,1233,1602,1233,1,1
47,0,255,255,255,1424,1229,1424,1229,1,1
48,0,255,255,255,1799,1227,1799,1227,1,1
49,0,255,255,255,1690,1225,1690,1225,1,1
50,0,255,255,255,379,1220,379,1220,1,1
51,0,255,255,255,1388,1219,1388,1219,1,1
52,0,255,255,255,1531,1215,1531,1215,1,1
53,0,255,255,255,671,1214,671,1214,1,1
54,0,255,255,255,913,1213,913,1213,1,1
55,0,255,255,255,195,1212,195,1212,1,1
56,0,255,255,255,1714,1211,1714,1211,1,1
57,0,255,255,255,825,1211,825,1211,1,1
58,0,255,255,255,1433,1210,1433,1210,1,1
59,0,255,255,255,1494,1207,1494,1207,1,1
60,0,255,255,255,596,1205,596,1205,1,1
61,0,255,255,255,1669,1198,1669,1198,1,1
62,0,255,255,255,1951,1196,1951,1196,1,1
63,0,255,255,255,1589,1196,1589,1196,1,1
64,0,255,255,255,1456,1196,1456,1196,1,1
65,0,255,255,255,1480,1193,1480,1193,1,1
66,0,255,255,255,2068,1191,2068,1191,1,1
67,0,255,255,255,1427,1191,1427,1191,1,1
68,0,255,255,255,683,1191,683,1191,1,1
69,0,255,255,255,1549,1187,1549,1187,1,1
70,0,255,255,255,1502,1186,1502,1186,1,1
71,0,255,255,255,1468,1182,1468,1182,1,1
72,0,255,255,255,1377,1181,1377,1181,1,1
73,0,255,255,255,871,1180,871,1180,1,1
74,0,255,255,255,1688,1175,1688,1175,1,1
75,0,255,255,255,1811,1174,1811,1174,1,1
76,0,255,255,255,1615,1170,1615,1170,1,1
77,0,255,255,255,1539,1165,1539,1165,1,1
78,0,255,255,255,1517,1165,1517,1165,1,1
79,0,255,255,255,1361,1163,1361,1163,1,1
80,0,255,255,255,654,1162,654,1162,1,1
81,0,255,255,255,1652,1160,1652,1160,1,1
82,0,255,255,255,1380,1157,1380,1157,1,1
83,0,255,255,255,921,1157,921,1157,1,1
84,0,255,255,255,1682,1156,1682,1156,1,1
85,0,255,255,255,1396,1152,1396,1152,1,1
86,0,255,255,255,2371,1150,2371,1150,1,1
87,0,255,255,255,873,1150,873,1150,1,1
88,0,255,255,255,1587,1149,1587,1149,1,1
89,0,255,255,255,1415,1149,1415,1149,1,1
90,0,255,255,255,1635,1147,1635,1147,1,1
91,0,255,255,255,830,1145,830,1145,1,1
92,0,255,255,255,1621,1143,1621,1143,1,1
93,0,255,255,255,1655,1139,1655,1139,1,1
94,0,255,255,255,871,1137,871,1137,1,1
95,0,255,255,255,1567,1135,1567,1135,1,1
96,0,255,255,255,2031,1133,2031,1133,1,1
97,0,255,255,255,2454,1131,2454,1131,1,1
98,0,255,255,255,1364,1130,1364,1130,1,1
99,0,255,255,255,858,1129,858,1129,1,1
100,0,255,255,255,1384,1128,1384,1128,1,1
101,0,255,255,255,1678,1127,1678,1127,1,1
102,0,255,255,255,1409,1126,1409,1126,1,1
103,0,255,255,255,1540,1125,1540,1125,1,1
104,0,255,255,255,1712,1122,1712,1122,1,1
105,0,255,255,255,1950,1121,1950,1121,1,1
106,0,255,255,255,1785,1115,1785,1115,1,1
107,0,255,255,255,1480,1113,1480,1113,1,1
108,0,255,255,255,1362,1113,1362,1113,1,1
109,0,255,255,255,2630,1112,2630,1112,1,1
110,0,255,255,255,1501,1112,1501,1112,1,1
111,0,255,255,255,1608,1111,1608,1111,1,1
112,0,255,255,255,1557,1111,1557,1111,1,1
113,0,255,255,255,941,1110,941,1110,1,1
114,0,255,255,255,1722,1109,1722,1109,1,1
115,0,255,255,255,1531,1108,1531,1108,1,1
116,0,255,255,255,1344,1108,1344,1108,1,1
117,0,255,255,255,781,1108,781,1108,1,1
118,0,255,255,255,1587,1107,1587,1107,1,1
119,0,255,255,255,830,1103,830,1103,1,1
120,0,255,255,255,1831,1102,1831,1102,1,1
121,0,255,255,255,1562,1102,1562,1102,1,1
122,0,255,255,255,1356,1100,1356,1100,1,1
123,0,255,255,255,1844,1101,1844,1101,1,1
124,0,255,255,255,1742,1101,1742,1101,1,1
125,0,255,255,255,813,1097,813,1097,1,1
126,0,255,255,255,1441,1095,1441,1095,1,1
127,0,255,255,255,1613,1093,1613,1093,1,1
128,0,255,255,255,1404,1092,1404,1092,1,1
129,0,255,255,255,1668,1091,1668,1091,1,1
130,0,255,255,255,856,1091,856,1091,1,1
131,0,255,255,255,1503,1088,1503,1088,1,1
132,0,255,255,255,886,1087,886,1087,1,1
133,0,255,255,255,1485,1086,1485,1086,1,1
134,0,255,255,255,1458,1086,1458,1086,1,1
135,0,255,255,255,2187,1084,2187,1084,1,1
136,0,255,255,255,1557,1083,1557,1083,1,1
137,0,255,255,255,930,1083,930,1083,1,1
138,0,255,255,255,1631,1082,1631,1082,1,1
139,0,255,255,255,1354,1081,1354,1081,1,1
140,0,255,255,255,744,1079,744,1079,1,1
141,0,255,255,255,807,1078,807,1078,1,1
142,0,255,255,255,1506,1073,1506,1073,1,1
143,0,255,255,255,967,1071,967,1071,1,1
144,0,255,255,255,1314,1070,1314,1070,1,1
145,0,255,255,255,1599,1069,1599,1069,1,1
146,0,255,255,255,1445,1068,1445,1068,1,1
147,0,255,255,255,1388,1068,1388,1068,1,1
148,0,255,255,255,884,1068,884,1068,1,1
149,0,255,255,255,825,1066,825,1066,1,1
150,0,255,255,255,791,1066,791,1066,1,1
151,0,255,255,255,1633,1063,1633,1063,1,1
152,0,255,255,255,1487,1063,1487,1063,1,1
153,0,255,255,255,943,1063,943,1063,1,1
154,0,255,255,255,1578,1062,1578,1062,1,1
155,0,255,255,255,1323,1062,1323,1062,1,1
156,0,255,255,255,868,1060,868,1060,1,1
157,0,255,255,255,848,1060,848,1060,1,1
158,0,255,255,255,414,1060,414,1060,1,1
159,0,255,255,255,1726,1059,1726,1059,1,1
160,0,255,255,255,807,1056,807,1056,1,1
161,0,255,255,255,1344,1055,1344,1055,1,1
162,0,255,255,255,1307,1055,1307,1055,1,1
163,0,255,255,255,1416,1054,1416,1054,1,1
164,0,255,255,255,1518,1053,1518,1053,1,1
165,0,255,255,255,931,1050,931,1050,1,1
166,0,255,255,255,1467,1048,1467,1048,1,1
167,0,255,255,255,832,1046,832,1046,1,1
168,0,255,255,255,1844,1044,1844,1044,1,1
169,0,255,255,255,889,1044,889,1044,1,1
170,0,255,255,255,1344,1042,1344,1042,1,1
171,0,255,255,255,980,1042,980,1042,1,1
172,0,255,255,255,768,1042,768,1042,1,1
