 ,Area,Mean,Min,Max,X,Y,BX,BY,Width,Height
1,0,255,255,255,2328,1930,2328,1930,1,1
2,0,255,255,255,2424,1456,2424,1456,1,1
3,0,255,255,255,673,1339,673,1339,1,1
4,0,255,255,255,2523,1303,2523,1303,1,1
5,0,255,255,255,1030,1303,1030,1303,1,1
6,0,255,255,255,571,1298,571,1298,1,1
7,0,255,255,255,1065,1294,1065,1294,1,1
8,0,255,255,255,1514,1287,1514,1287,1,1
9,0,255,255,255,1093,1277,1093,1277,1,1
10,0,255,255,255,1658,1276,1658,1276,1,1
11,0,255,255,255,1267,1274,1267,1274,1,1
12,0,255,255,255,1121,1274,1121,1274,1,1
13,0,255,255,255,2547,1262,2547,1262,1,1
14,0,255,255,255,662,1258,662,1258,1,1
15,0,255,255,255,1026,1253,1026,1253,1,1
16,0,255,255,255,1077,1252,1077,1252,1,1
17,0,255,255,255,972,1242,972,1242,1,1
18,0,255,255,255,1686,1239,1686,1239,1,1
19,0,255,255,255,1440,1239,1440,1239,1,1
20,0,255,255,255,1505,1235,1505,1235,1,1
21,0,255,255,255,1329,1229,1329,1229,1,1
22,0,255,255,255,1238,1226,1238,1226,1,1
23,0,255,255,255,3226,1223,3226,1223,1,1
24,0,255,255,255,943,1222,943,1222,1,1
25,0,255,255,255,1070,1220,1070,1220,1,1
26,0,255,255,255,923,1220,923,1220,1,1
27,0,255,255,255,838,1215,838,1215,1,1
28,0,255,255,255,1363,1216,1363,1216,1,1
29,0,255,255,255,975,1216,975,1216,1,1
30,0,255,255,255,1100,1214,1100,1214,1,1
31,0,255,255,255,1213,1210,1213,1210,1,1
32,0,255,255,255,1239,1211,1239,1211,1,1
33,0,255,255,255,1409,1208,1409,1208,1,1
34,0,255,255,255,1269,1206,1269,1206,1,1
35,0,255,255,255,2613,1205,2613,1205,1,1
36,0,255,255,255,1387,1205,1387,1205,1,1
37,0,255,255,255,1846,1199,1846,1199,1,1
38,0,255,255,255,1432,1196,1432,1196,1,1
39,0,255,255,255,1218,1196,1218,1196,1,1
40,0,255,255,255,1012,1196,1012,1196,1,1
41,0,255,255,255,2599,1195,2599,1195,1,1
42,0,255,255,255,1107,1195,1107,1195,1,1
43,0,255,255,255,950,1194,950,1194,1,1
44,0,255,255,255,1316,1191,1316,1191,1,1
45,0,255,255,255,1139,1188,1139,1188,1,1
46,0,255,255,255,1043,1188,1043,1188,1,1
47,0,255,255,255,1724,1183,1724,1183,1,1
48,0,255,255,255,2688,1184,2688,1184,1,1
49,0,255,255,255,1266,1183,1266,1183,1,1
50,0,255,255,255,1317,1180,1317,1180,1,1
51,0,255,255,255,807,1182,807,1182,1,1
52,0,255,255,255,1422,1180,1422,1180,1,1
53,0,255,255,255,1201,1179,1201,1179,1,1
54,0,255,255,255,991,1179,991,1179,1,1
55,0,255,255,255,732,1179,732,1179,1,1
56,0,255,255,255,1392,1178,1392,1178,1,1
57,0,255,255,255,1342,1177,1342,1177,1,1
58,0,255,255,255,1486,1172,1486,1172,1,1
59,0,255,255,255,2646,1173,2646,1173,1,1
60,0,255,255,255,1278,1170,1278,1170,1,1
61,0,255,255,255,1133,1170,1133,1170,1,1
62,0,255,255,255,947,1170,947,1170,1,1
63,0,255,255,255,922,1169,922,1169,1,1
64,0,255,255,255,975,1167,975,1167,1,1
65,0,255,255,255,863,1166,863,1166,1,1
66,0,255,255,255,1353,1162,1353,1162,1,1
67,0,255,255,255,2613,1161,2613,1161,1,1
68,0,255,255,255,936,1158,936,1158,1,1
69,0,255,255,255,900,1159,900,1159,1,1
70,0,255,255,255,1416,1157,1416,1157,1,1
71,0,255,255,255,1487,1156,1487,1156,1,1
72,0,255,255,255,1297,1152,1297,1152,1,1
73,0,255,255,255,1186,1152,1186,1152,1,1
74,0,255,255,255,1130,1152,1130,1152,1,1
75,0,255,255,255,1467,1150,1467,1150,1,1
76,0,255,255,255,972,1146,972,1146,1,1
77,0,255,255,255,930,1143,930,1143,1,1
78,0,255,255,255,1446,1136,1446,1136,1,1
79,0,255,255,255,1433,1135,1433,1135,1,1
80,0,255,255,255,1494,1133,1494,1133,1,1
81,0,255,255,255,916,1132,916,1132,1,1
82,0,255,255,255,1720,1127,1720,1127,1,1
83,0,255,255,255,874,1127,874,1127,1,1
84,0,255,255,255,931,1119,931,1119,1,1
85,0,255,255,255,1483,1118,1483,1118,1,1
86,0,255,255,255,740,1118,740,1118,1,1
87,0,255,255,255,1542,1115,1542,1115,1,1
88,0,255,255,255,2668,1114,2668,1114,1,1
89,0,255,255,255,1424,1109,1424,1109,1,1
90,0,255,255,255,1459,1106,1459,1106,1,1
91,0,255,255,255,786,1106,786,1106,1,1
92,0,255,255,255,811,1104,811,1104,1,1
93,0,255,255,255,947,1103,947,1103,1,1
94,0,255,255,255,1418,1100,1418,1100,1,1
95,0,255,255,255,1480,1101,1480,1101,1,1
96,0,255,255,255,1720,1094,1720,1094,1,1
97,0,255,255,255,943,1087,943,1087,1,1
98,0,255,255,255,1649,1088,1649,1088,1,1
99,0,255,255,255,925,1088,925,1088,1,1
100,0,255,255,255,795,1086,795,1086,1,1
101,0,255,255,255,786,1075,786,1075,1,1
102,0,255,255,255,1451,1074,1451,1074,1,1
103,0,255,255,255,1463,1069,1463,1069,1,1
104,0,255,255,255,1643,1069,1643,1069,1,1
105,0,255,255,255,856,1069,856,1069,1,1
106,0,255,255,255,899,1063,899,1063,1,1
107,0,255,255,255,1578,1057,1578,1057,1,1
108,0,255,255,255,1460,1053,1460,1053,1,1
109,0,255,255,255,1690,1052,1690,1052,1,1
110,0,255,255,255,1477,1049,1477,1049,1,1
111,0,255,255,255,757,1048,757,1048,1,1
112,0,255,255,255,887,1045,887,1045,1,1
113,0,255,255,255,1495,1043,1495,1043,1,1
114,0,255,255,255,869,1038,869,1038,1,1
115,0,255,255,255,1586,1037,1586,1037,1,1
116,0,255,255,255,1419,1034,1419,1034,1,1
117,0,255,255,255,1406,1032,1406,1032,1,1
118,0,255,255,255,751,1030,751,1030,1,1
119,0,255,255,255,601,1022,601,1022,1,1
120,0,255,255,255,807,1008,807,1008,1,1
121,0,255,255,255,1698,1006,1698,1006,1,1
122,0,255,255,255,900,1002,900,1002,1,1
123,0,255,255,255,1740,996,1740,996,1,1
124,0,255,255,255,1977,989,1977,989,1,1
125,0,255,255,255,1496,981,1496,981,1,1
126,0,255,255,255,688,981,688,981,1,1
127,0,255,255,255,2709,974,2709,974,1,1
128,0,255,255,255,1786,970,1786,970,1,1
129,0,255,255,255,1454,965,1454,965,1,1
130,0,255,255,255,1524,960,1524,960,1,1
131,0,255,255,255,1569,959,1569,959,1,1
132,0,255,255,255,913,959,913,959,1,1
133,0,255,255,255,1408,957,1408,957,1,1
134,0,255,255,255,1687,952,1687,952,1,1
135,0,255,255,255,609,951,609,951,1,1
136,0,255,255,255,1461,948,1461,948,1,1
137,0,255,255,255,841,942,841,942,1,1
138,0,255,255,255,726,941,726,941,1,1
139,0,255,255,255,1452,938,1452,938,1,1
140,0,255,255,255,907,939,907,939,1,1
141,0,255,255,255,1439,937,1439,937,1,1
142,0,255,255,255,2735,932,2735,932,1,1
143,0,255,255,255,687,932,687,932,1,1
144,0,255,255,255,871,924,871,924,1,1
145,0,255,255,255,1526,922,1526,922,1,1
146,0,255,255,255,1560,921,1560,921,1,1
147,0,255,255,255,265,910,265,910,1,1
148,0,255,255,255,560,909,560,909,1,1
149,0,255,255,255,1590,907,1590,907,1,1
150,0,255,255,255,901,906,901,906,1,1
151,0,255,255,255,1368,903,1368,903,1,1
152,0,255,255,255,1723,901,1723,901,1,1
153,0,255,255,255,1561,901,1561,901,1,1
154,0,255,255,255,1472,895,1472,895,1,1
155,0,255,255,255,908,891,908,891,1,1
156,0,255,255,255,1435,884,1435,884,1,1
157,0,255,255,255,1377,881,1377,881,1,1
158,0,255,255,255,1706,877,1706,877,1,1
159,0,255,255,255,2767,875,2767,875,1,1
160,0,255,255,255,619,873,619,873,1,1
161,0,255,255,255,1475,872,1475,872,1,1
162,0,255,255,255,784,872,784,872,1,1
163,0,255,255,255,1422,866,1422,866,1,1
164,0,255,255,255,696,862,696,862,1,1
165,0,255,255,255,1432,860,1432,860,1,1
166,0,255,255,255,880,857,880,857,1,1
167,0,255,255,255,2632,855,2632,855,1,1
168,0,255,255,255,1660,848,1660,848,1,1
169,0,255,255,255,1637,846,1637,846,1,1
170,0,255,255,255,870,823,870,823,1,1
171,0,255,255,255,2739,817,2739,817,1,1
172,0,255,255,255,1401,815,1401,815,1,1
173,0,255,255,255,1477,811,1477,811,1,1
174,0,255,255,255,1424,806,1424,806,1,1
175,0,255,255,255,2761,803,2761,803,1,1
176,0,255,255,255,1575,800,1575,800,1,1
177,0,255,255,255,1413,794,1413,794,1,1
178,0,255,255,255,612,790,612,790,1,1
179,0,255,255,255,846,784,846,784,1,1
180,0,255,255,255,1363,777,1363,777,1,1
181,0,255,255,255,672,772,672,772,1,1
182,0,255,255,255,458,771,458,771,1,1
183,0,255,255,255,2686,770,2686,770,1,1
184,0,255,255,255,776,769,776,769,1,1
185,0,255,255,255,890,766,890,766,1,1
186,0,255,255,255,854,757,854,757,1,1
187,0,255,255,255,580,757,580,757,1,1
188,0,255,255,255,2721,747,2721,747,1,1
189,0,255,255,255,1868,739,1868,739,1,1
190,0,255,255,255,2743,734,2743,734,1,1
191,0,255,255,255,898,733,898,733,1,1
192,0,255,255,255,1471,728,1471,728,1,1
193,0,255,255,255,552,727,552,727,1,1
194,0,255,255,255,1432,715,1432,715,1,1
195,0,255,255,255,2688,712,2688,712,1,1
196,0,255,255,255,2756,710,2756,710,1,1
197,0,255,255,255,2641,703,2641,703,1,1
198,0,255,255,255,1462,699,1462,699,1,1
199,0,255,255,255,1436,695,1436,695,1,1
200,0,255,255,255,2700,689,2700,689,1,1
201,0,255,255,255,2998,687,2998,687,1,1
202,0,255,255,255,1486,686,1486,686,1,1
203,0,255,255,255,635,681,635,681,1,1
204,0,255,255,255,598,674,598,674,1,1
205,0,255,255,255,1478,670,1478,670,1,1
206,0,255,255,255,1654,661,1654,661,1,1
207,0,255,255,255,3083,641,3083,641,1,1
208,0,255,255,255,448,638,448,638,1,1
209,0,255,255,255,1445,618,1445,618,1,1
210,0,255,255,255,3098,612,3098,612,1,1
211,0,255,255,255,734,610,734,610,1,1
212,0,255,255,255,1515,605,1515,605,1,1
213,0,255,255,255,368,595,368,595,1,1
214,0,255,255,255,2279,596,2279,596,1,1
215,0,255,255,255,1514,588,1514,588,1,1
216,0,255,255,255,2250,583,2250,583,1,1
217,0,255,255,255,1789,565,1789,565,1,1
218,0,255,255,255,658,565,658,565,1,1
219,0,255,255,255,2297,559,2297,559,1,1
220,0,255,255,255,2243,556,2243,556,1,1
221,0,255,255,255,1606,552,1606,552,1,1
222,0,255,255,255,2218,548,2218,548,1,1
223,0,255,255,255,444,542,444,542,1,1
224,0,255,255,255,1714,536,1714,536,1,1
225,0,255,255,255,2236,530,2236,530,1,1
226,0,255,255,255,1608,523,1608,523,1,1
227,0,255,255,255,620,491,620,491,1,1
228,0,255,255,255,592,490,592,490,1,1
229,0,255,255,255,655,483,655,483,1,1
230,0,255,255,255,1687,476,1687,476,1,1
231,0,255,255,255,2300,445,2300,445,1,1
232,0,255,255,255,2203,444,2203,444,1,1
233,0,255,255,255,1771,430,1771,430,1,1
234,0,255,255,255,2229,334,2229,334,1,1
235,0,255,255,255,2264,316,2264,316,1,1
