 ,Area,Mean,Min,Max,X,Y,BX,BY,Width,Height
1,0,255,255,255,3011,2156,3011,2156,1,1
2,0,255,255,255,2743,2110,2743,2110,1,1
3,0,255,255,255,2483,2103,2483,2103,1,1
4,0,255,255,255,2809,2042,2809,2042,1,1
5,0,255,255,255,2284,2037,2284,2037,1,1
6,0,255,255,255,2638,2028,2638,2028,1,1
7,0,255,255,255,2525,2022,2525,2022,1,1
8,0,255,255,255,2335,2008,2335,2008,1,1
9,0,255,255,255,2263,2003,2263,2003,1,1
10,0,255,255,255,2210,2000,2210,2000,1,1
11,0,255,255,255,2671,1966,2671,1966,1,1
12,0,255,255,255,2357,1930,2357,1930,1,1
13,0,255,255,255,2178,1909,2178,1909,1,1
14,0,255,255,255,2213,1867,2213,1867,1,1
15,0,255,255,255,2432,1858,2432,1858,1,1
16,0,255,255,255,2195,1852,2195,1852,1,1
17,0,255,255,255,2157,1845,2157,1845,1,1
18,0,255,255,255,2061,1838,2061,1838,1,1
19,0,255,255,255,2000,1823,2000,1823,1,1
20,0,255,255,255,2124,1821,2124,1821,1,1
21,0,255,255,255,2170,1813,2170,1813,1,1
22,0,255,255,255,2028,1799,2028,1799,1,1
23,0,255,255,255,2097,1798,2097,1798,1,1
24,0,255,255,255,2130,1792,2130,1792,1,1
25,0,255,255,255,2217,1772,2217,1772,1,1
26,0,255,255,255,2129,1755,2129,1755,1,1
27,0,255,255,255,2085,1750,2085,1750,1,1
28,0,255,255,255,2233,1733,2233,1733,1,1
29,0,255,255,255,2146,1725,2146,1725,1,1
30,0,255,255,255,2405,1724,2405,1724,1,1
31,0,255,255,255,2493,1719,2493,1719,1,1
32,0,255,255,255,2493,1699,2493,1699,1,1
33,0,255,255,255,2754,1698,2754,1698,1,1
34,0,255,255,255,2397,1681,2397,1681,1,1
35,0,255,255,255,2329,1674,2329,1674,1,1
36,0,255,255,255,2174,1674,2174,1674,1,1
37,0,255,255,255,2143,1674,2143,1674,1,1
38,0,255,255,255,2474,1667,2474,1667,1,1
39,0,255,255,255,1940,1666,1940,1666,1,1
40,0,255,255,255,1909,1657,1909,1657,1,1
41,0,255,255,255,2096,1656,2096,1656,1,1
42,0,255,255,255,1977,1655,1977,1655,1,1
43,0,255,255,255,2145,1649,2145,1649,1,1
44,0,255,255,255,2567,1647,2567,1647,1,1
45,0,255,255,255,2124,1642,2124,1642,1,1
46,0,255,255,255,1962,1635,1962,1635,1,1
47,0,255,255,255,1944,1630,1944,1630,1,1
48,0,255,255,255,2156,1628,2156,1628,1,1
49,0,255,255,255,2137,1622,2137,1622,1,1
