 ,Area,Mean,Min,Max,X,Y,BX,BY,Width,Height
1,0,255,255,255,2308,2366,2308,2366,1,1
2,0,255,255,255,2286,2292,2286,2292,1,1
3,0,255,255,255,2702,2286,2702,2286,1,1
4,0,255,255,255,2302,2233,2302,2233,1,1
5,0,255,255,255,1538,2223,1538,2223,1,1
6,0,255,255,255,1609,2222,1609,2222,1,1
7,0,255,255,255,2237,2217,2237,2217,1,1
8,0,255,255,255,1437,2216,1437,2216,1,1
9,0,255,255,255,2380,2199,2380,2199,1,1
10,0,255,255,255,2330,2195,2330,2195,1,1
11,0,255,255,255,2843,2170,2843,2170,1,1
12,0,255,255,255,2142,2169,2142,2169,1,1
13,0,255,255,255,1899,2142,1899,2142,1,1
14,0,255,255,255,2927,2116,2927,2116,1,1
15,0,255,255,255,2040,2110,2040,2110,1,1
16,0,255,255,255,2903,2095,2903,2095,1,1
17,0,255,255,255,1442,2066,1442,2066,1,1
18,0,255,255,255,2384,2062,2384,2062,1,1
19,0,255,255,255,1694,2057,1694,2057,1,1
20,0,255,255,255,2910,2053,2910,2053,1,1
21,0,255,255,255,1979,2051,1979,2051,1,1
22,0,255,255,255,2196,2050,2196,2050,1,1
23,0,255,255,255,1159,2030,1159,2030,1,1
24,0,255,255,255,2551,2028,2551,2028,1,1
25,0,255,255,255,2377,2027,2377,2027,1,1
26,0,255,255,255,2800,2023,2800,2023,1,1
27,0,255,255,255,2085,2018,2085,2018,1,1
28,0,255,255,255,1522,2015,1522,2015,1,1
29,0,255,255,255,1570,2010,1570,2010,1,1
30,0,255,255,255,1505,1992,1505,1992,1,1
31,0,255,255,255,2445,1990,2445,1990,1,1
32,0,255,255,255,2406,1981,2406,1981,1,1
33,0,255,255,255,2800,1979,2800,1979,1,1
34,0,255,255,255,1796,1972,1796,1972,1,1
35,0,255,255,255,1641,1964,1641,1964,1,1
36,0,255,255,255,3065,1961,3065,1961,1,1
37,0,255,255,255,2754,1959,2754,1959,1,1
38,0,255,255,255,2194,1951,2194,1951,1,1
39,0,255,255,255,1750,1942,1750,1942,1,1
40,0,255,255,255,2055,1941,2055,1941,1,1
41,0,255,255,255,1916,1938,1916,1938,1,1
42,0,255,255,255,1391,1935,1391,1935,1,1
43,0,255,255,255,2108,1927,2108,1927,1,1
44,0,255,255,255,1299,1920,1299,1920,1,1
45,0,255,255,255,3072,1908,3072,1908,1,1
46,0,255,255,255,1388,1905,1388,1905,1,1
47,0,255,255,255,2913,1895,2913,1895,1,1
48,0,255,255,255,1962,1872,1962,1872,1,1
49,0,255,255,255,2155,1847,2155,1847,1,1
50,0,255,255,255,1960,1847,1960,1847,1,1
51,0,255,255,255,1540,1837,1540,1837,1,1
52,0,255,255,255,1207,1823,1207,1823,1,1
53,0,255,255,255,2586,1822,2586,1822,1,1
54,0,255,255,255,2003,1822,2003,1822,1,1
55,0,255,255,255,1946,1816,1946,1816,1,1
56,0,255,255,255,1604,1814,1604,1814,1,1
57,0,255,255,255,1404,1813,1404,1813,1,1
58,0,255,255,255,2085,1791,2085,1791,1,1
59,0,255,255,255,2714,1781,2714,1781,1,1
60,0,255,255,255,2466,1760,2466,1760,1,1
61,0,255,255,255,833,1756,833,1756,1,1
62,0,255,255,255,1175,1752,1175,1752,1,1
63,0,255,255,255,2372,1749,2372,1749,1,1
64,0,255,255,255,1690,1744,1690,1744,1,1
65,0,255,255,255,1540,1739,1540,1739,1,1
66,0,255,255,255,1859,1737,1859,1737,1,1
67,0,255,255,255,1788,1728,1788,1728,1,1
68,0,255,255,255,1895,1725,1895,1725,1,1
69,0,255,255,255,1985,1721,1985,1721,1,1
70,0,255,255,255,1650,1721,1650,1721,1,1
71,0,255,255,255,2198,1716,2198,1716,1,1
72,0,255,255,255,1847,1711,1847,1711,1,1
73,0,255,255,255,1160,1707,1160,1707,1,1
74,0,255,255,255,1885,1706,1885,1706,1,1
75,0,255,255,255,1307,1701,1307,1701,1,1
76,0,255,255,255,1682,1697,1682,1697,1,1
77,0,255,255,255,2421,1688,2421,1688,1,1
78,0,255,255,255,1648,1686,1648,1686,1,1
79,0,255,255,255,1779,1685,1779,1685,1,1
80,0,255,255,255,1975,1683,1975,1683,1,1
81,0,255,255,255,2310,1682,2310,1682,1,1
82,0,255,255,255,1402,1677,1402,1677,1,1
83,0,255,255,255,1786,1666,1786,1666,1,1
84,0,255,255,255,1426,1668,1426,1668,1,1
85,0,255,255,255,2189,1662,2189,1662,1,1
86,0,255,255,255,1876,1658,1876,1658,1,1
87,0,255,255,255,1248,1655,1248,1655,1,1
88,0,255,255,255,1532,1653,1532,1653,1,1
89,0,255,255,255,1828,1650,1828,1650,1,1
90,0,255,255,255,1790,1650,1790,1650,1,1
91,0,255,255,255,2065,1647,2065,1647,1,1
92,0,255,255,255,1939,1647,1939,1647,1,1
93,0,255,255,255,2126,1642,2126,1642,1,1
94,0,255,255,255,2332,1639,2332,1639,1,1
95,0,255,255,255,2193,1639,2193,1639,1,1
96,0,255,255,255,1486,1639,1486,1639,1,1
97,0,255,255,255,2520,1638,2520,1638,1,1
98,0,255,255,255,928,1638,928,1638,1,1
99,0,255,255,255,1783,1634,1783,1634,1,1
100,0,255,255,255,1366,1632,1366,1632,1,1
101,0,255,255,255,1832,1631,1832,1631,1,1
102,0,255,255,255,1600,1630,1600,1630,1,1
103,0,255,255,255,1630,1627,1630,1627,1,1
104,0,255,255,255,2105,1615,2105,1615,1,1
105,0,255,255,255,1777,1615,1777,1615,1,1
106,0,255,255,255,1559,1615,1559,1615,1,1
107,0,255,255,255,1529,1604,1529,1604,1,1
108,0,255,255,255,2380,1601,2380,1601,1,1
109,0,255,255,255,1672,1601,1672,1601,1,1
110,0,255,255,255,1803,1598,1803,1598,1,1
111,0,255,255,255,1645,1597,1645,1597,1,1
112,0,255,255,255,1291,1595,1291,1595,1,1
113,0,255,255,255,1933,1591,1933,1591,1,1
114,0,255,255,255,1761,1591,1761,1591,1,1
115,0,255,255,255,2206,1589,2206,1589,1,1
116,0,255,255,255,2038,1588,2038,1588,1,1
117,0,255,255,255,1939,1581,1939,1581,1,1
118,0,255,255,255,2247,1580,2247,1580,1,1
119,0,255,255,255,2641,1579,2641,1579,1,1
120,0,255,255,255,1969,1576,1969,1576,1,1
121,0,255,255,255,1884,1576,1884,1576,1,1
122,0,255,255,255,1485,1575,1485,1575,1,1
123,0,255,255,255,1280,1574,1280,1574,1,1
124,0,255,255,255,759,1574,759,1574,1,1
125,0,255,255,255,1775,1572,1775,1572,1,1
126,0,255,255,255,2473,1571,2473,1571,1,1
127,0,255,255,255,2011,1570,2011,1570,1,1
128,0,255,255,255,1907,1570,1907,1570,1,1
129,0,255,255,255,1544,1570,1544,1570,1,1
130,0,255,255,255,1749,1568,1749,1568,1,1
131,0,255,255,255,1865,1567,1865,1567,1,1
132,0,255,255,255,2349,1564,2349,1564,1,1
133,0,255,255,255,1643,1564,1643,1564,1,1
134,0,255,255,255,1084,1564,1084,1564,1,1
135,0,255,255,255,1461,1563,1461,1563,1,1
136,0,255,255,255,1356,1562,1356,1562,1,1
137,0,255,255,255,2070,1561,2070,1561,1,1
138,0,255,255,255,1305,1558,1305,1558,1,1
139,0,255,255,255,835,1556,835,1556,1,1
140,0,255,255,255,1616,1554,1616,1554,1,1
141,0,255,255,255,1971,1552,1971,1552,1,1
142,0,255,255,255,1755,1552,1755,1552,1,1
143,0,255,255,255,1845,1549,1845,1549,1,1
144,0,255,255,255,2246,1547,2246,1547,1,1
145,0,255,255,255,2018,1543,2018,1543,1,1
146,0,255,255,255,1290,1542,1290,1542,1,1
147,0,255,255,255,2160,1540,2160,1540,1,1
148,0,255,255,255,1917,1540,1917,1540,1,1
149,0,255,255,255,1781,1540,1781,1540,1,1
150,0,255,255,255,1520,1540,1520,1540,1,1
151,0,255,255,255,1598,1537,1598,1537,1,1
152,0,255,255,255,2391,1535,2391,1535,1,1
153,0,255,255,255,1086,1534,1086,1534,1,1
154,0,255,255,255,1978,1532,1978,1532,1,1
155,0,255,255,255,1759,1532,1759,1532,1,1
156,0,255,255,255,1347,1532,1347,1532,1,1
157,0,255,255,255,1960,1531,1960,1531,1,1
158,0,255,255,255,1461,1530,1461,1530,1,1
159,0,255,255,255,1426,1530,1426,1530,1,1
160,0,255,255,255,2248,1529,2248,1529,1,1
161,0,255,255,255,1722,1528,1722,1528,1,1
162,0,255,255,255,1401,1527,1401,1527,1,1
163,0,255,255,255,1139,1525,1139,1525,1,1
164,0,255,255,255,1331,1524,1331,1524,1,1
165,0,255,255,255,1252,1524,1252,1524,1,1
166,0,255,255,255,901,1524,901,1524,1,1
167,0,255,255,255,1291,1523,1291,1523,1,1
168,0,255,255,255,1268,1523,1268,1523,1,1
169,0,255,255,255,1529,1522,1529,1522,1,1
170,0,255,255,255,1843,1521,1843,1521,1,1
171,0,255,255,255,2283,1519,2283,1519,1,1
172,0,255,255,255,1661,1518,1661,1518,1,1
173,0,255,255,255,1461,1516,1461,1516,1,1
174,0,255,255,255,1895,1515,1895,1515,1,1
175,0,255,255,255,1699,1515,1699,1515,1,1
176,0,255,255,255,1686,1515,1686,1515,1,1
177,0,255,255,255,2173,1513,2173,1513,1,1
178,0,255,255,255,2299,1510,2299,1510,1,1
179,0,255,255,255,2155,1509,2155,1509,1,1
180,0,255,255,255,1753,1508,1753,1508,1,1
181,0,255,255,255,1725,1507,1725,1507,1,1
182,0,255,255,255,1650,1507,1650,1507,1,1
183,0,255,255,255,2082,1506,2082,1506,1,1
184,0,255,255,255,2536,1502,2536,1502,1,1
