 ,Area,Mean,Min,Max,X,Y,BX,BY,Width,Height
1,0,255,255,255,2069,2806,2069,2806,1,1
2,0,255,255,255,1394,2620,1394,2620,1,1
3,0,255,255,255,180,2616,180,2616,1,1
4,0,255,255,255,223,2610,223,2610,1,1
5,0,255,255,255,182,2602,182,2602,1,1
6,0,255,255,255,904,2528,904,2528,1,1
7,0,255,255,255,678,2450,678,2450,1,1
8,0,255,255,255,735,2365,735,2365,1,1
9,0,255,255,255,1424,2346,1424,2346,1,1
10,0,255,255,255,689,2331,689,2331,1,1
11,0,255,255,255,1672,2323,1672,2323,1,1
12,0,255,255,255,565,2298,565,2298,1,1
13,0,255,255,255,1784,2290,1784,2290,1,1
14,0,255,255,255,728,2277,728,2277,1,1
15,0,255,255,255,1302,2250,1302,2250,1,1
16,0,255,255,255,1350,2223,1350,2223,1,1
17,0,255,255,255,3236,2217,3236,2217,1,1
18,0,255,255,255,1995,2188,1995,2188,1,1
19,0,255,255,255,1634,2180,1634,2180,1,1
20,0,255,255,255,1289,2178,1289,2178,1,1
21,0,255,255,255,1474,2172,1474,2172,1,1
22,0,255,255,255,556,2144,556,2144,1,1
23,0,255,255,255,956,2141,956,2141,1,1
24,0,255,255,255,1808,2123,1808,2123,1,1
25,0,255,255,255,2493,2105,2493,2105,1,1
26,0,255,255,255,1643,2105,1643,2105,1,1
27,0,255,255,255,1193,2101,1193,2101,1,1
28,0,255,255,255,1499,2100,1499,2100,1,1
29,0,255,255,255,698,2100,698,2100,1,1
30,0,255,255,255,1342,2075,1342,2075,1,1
31,0,255,255,255,1420,2074,1420,2074,1,1
32,0,255,255,255,1799,2056,1799,2056,1,1
33,0,255,255,255,1050,2055,1050,2055,1,1
34,0,255,255,255,1756,2052,1756,2052,1,1
35,0,255,255,255,1653,2027,1653,2027,1,1
36,0,255,255,255,957,2021,957,2021,1,1
37,0,255,255,255,2680,2020,2680,2020,1,1
38,0,255,255,255,1398,2017,1398,2017,1,1
39,0,255,255,255,1528,2016,1528,2016,1,1
40,0,255,255,255,1645,2011,1645,2011,1,1
41,0,255,255,255,910,2010,910,2010,1,1
42,0,255,255,255,1273,2009,1273,2009,1,1
43,0,255,255,255,1421,1999,1421,1999,1,1
44,0,255,255,255,733,1999,733,1999,1,1
45,0,255,255,255,925,1997,925,1997,1,1
46,0,255,255,255,1795,1996,1795,1996,1,1
47,0,255,255,255,1390,1995,1390,1995,1,1
48,0,255,255,255,1673,1993,1673,1993,1,1
49,0,255,255,255,808,1988,808,1988,1,1
50,0,255,255,255,1750,1986,1750,1986,1,1
51,0,255,255,255,2041,1985,2041,1985,1,1
52,0,255,255,255,955,1980,955,1980,1,1
53,0,255,255,255,2018,1978,2018,1978,1,1
54,0,255,255,255,2487,1974,2487,1974,1,1
55,0,255,255,255,1674,1973,1674,1973,1,1
56,0,255,255,255,2672,1967,2672,1967,1,1
