 ,Area,Mean,Min,Max,X,Y,BX,BY,Width,Height
1,0,255,255,255,1016,2100,1016,2100,1,1
2,0,255,255,255,902,1997,902,1997,1,1
3,0,255,255,255,1030,1901,1030,1901,1,1
4,0,255,255,255,870,1901,870,1901,1,1
5,0,255,255,255,1083,1875,1083,1875,1,1
6,0,255,255,255,688,1855,688,1855,1,1
7,0,255,255,255,1099,1843,1099,1843,1,1
8,0,255,255,255,1212,1823,1212,1823,1,1
9,0,255,255,255,1038,1812,1038,1812,1,1
10,0,255,255,255,558,1811,558,1811,1,1
11,0,255,255,255,785,1806,785,1806,1,1
12,0,255,255,255,1131,1800,1131,1800,1,1
13,0,255,255,255,1094,1795,1094,1795,1,1
14,0,255,255,255,1039,1791,1039,1791,1,1
15,0,255,255,255,1207,1782,1207,1782,1,1
16,0,255,255,255,1147,1782,1147,1782,1,1
17,0,255,255,255,1228,1780,1228,1780,1,1
18,0,255,255,255,1073,1776,1073,1776,1,1
19,0,255,255,255,1184,1775,1184,1775,1,1
20,0,255,255,255,1380,1774,1380,1774,1,1
21,0,255,255,255,1022,1772,1022,1772,1,1
22,0,255,255,255,1002,1768,1002,1768,1,1
23,0,255,255,255,1101,1760,1101,1760,1,1
24,0,255,255,255,1063,1757,1063,1757,1,1
25,0,255,255,255,942,1757,942,1757,1,1
26,0,255,255,255,967,1756,967,1756,1,1
27,0,255,255,255,1200,1755,1200,1755,1,1
28,0,255,255,255,1217,1753,1217,1753,1,1
29,0,255,255,255,1003,1749,1003,1749,1,1
30,0,255,255,255,1432,1747,1432,1747,1,1
31,0,255,255,255,901,1747,901,1747,1,1
32,0,255,255,255,1220,1736,1220,1736,1,1
33,0,255,255,255,1030,1736,1030,1736,1,1
34,0,255,255,255,864,1736,864,1736,1,1
35,0,255,255,255,944,1732,944,1732,1,1
36,0,255,255,255,1057,1729,1057,1729,1,1
37,0,255,255,255,1102,1726,1102,1726,1,1
38,0,255,255,255,1025,1721,1025,1721,1,1
39,0,255,255,255,1284,1720,1284,1720,1,1
40,0,255,255,255,916,1717,916,1717,1,1
41,0,255,255,255,1153,1715,1153,1715,1,1
42,0,255,255,255,702,1714,702,1714,1,1
43,0,255,255,255,1228,1713,1228,1713,1,1
44,0,255,255,255,1116,1711,1116,1711,1,1
45,0,255,255,255,974,1713,974,1713,1,1
