"name"	"width"	"height"	"count"	"MaxDen"	"MaskArea"	"MaskPoints"	"MaskRatio"	"genotype"
"MpEF-MpDELLA_L1_35-YFP_itcn.csv"	3259	2445	537	0.00780654269246722	0.160956440184756	492	0.916201117318436	"MpEF:MpDELLA #1"
"MpEF-MpDELLA_L1_36-YFP_itcn.csv"	4078	3073	645	0.00948701551229008	0.168166230852871	548	0.849612403100775	"MpEF:MpDELLA #1"
"MpEF-MpDELLA_L5_01-YFP_itcn.csv"	4610	2443	249	0.00519712789995559	0.0579888451139533	152	0.610441767068273	"MpEF:MpDELLA #5"
"MpEF-MpDELLA_L5_02-YFP_itcn.csv"	3266	2442	341	0.00547486990241141	0.112898211589758	288	0.844574780058651	"MpEF:MpDELLA #5"
"MpEF-MpDELLA_L5_03-YFP_itcn.csv"	4605	2447	469	0.00813215259313465	0.112269598632321	387	0.825159914712154	"MpEF:MpDELLA #5"
"MpEF-MpDELLA_L5_04-YFP_itcn.csv"	5525	2267	182	0.00394506987590265	0.0480563707541041	109	0.598901098901099	"MpEF:MpDELLA #5"
"MpEF-MpDELLA_L5_05-YFP_itcn.csv"	4650	2694	221	0.00401894047816599	0.0728201619637878	171	0.773755656108597	"MpEF:MpDELLA #5"
"MpEF-MpDELLA_L5_06-YFP_itcn.csv"	4608	2445	331	0.00622267811211037	0.0931253278271611	231	0.697885196374622	"MpEF:MpDELLA #5"
"MpEF-MpDELLA_L5_07-YFP_itcn.csv"	6070	2064	393	0.00709362319251089	0.110451938250314	316	0.804071246819338	"MpEF:MpDELLA #5"
"MpEF-MpDELLA_L5_08-YFP_itcn.csv"	4608	2450	409	0.00626451652262723	0.116885438686092	324	0.792176039119804	"MpEF:MpDELLA #5"
"MpEF-MpDELLA_L5_09-YFP_itcn.csv"	5136	2440	348	0.0066494089144492	0.110720649906279	293	0.841954022988506	"MpEF:MpDELLA #5"
"MpEF-MpDELLA_L5_10-YFP_itcn.csv"	4649	2695	348	0.00903223980969967	0.0944841081686309	294	0.844827586206897	"MpEF:MpDELLA #5"
"Tak1_01-YFP_itcn.csv"	4093	3062	1293	0.0119858770057258	0.271067820377233	1128	0.872389791183295	"Tak-1"
"Tak1_02-YFP_itcn.csv"	4086	3066	1149	0.0126711683949342	0.260847729356465	1042	0.906875543951262	"Tak-1"
"Tak1_03-YFP_itcn.csv"	4088	3064	1375	0.0128983521376209	0.309239411764293	1210	0.88	"Tak-1"
"Tak1_04-YFP_itcn.csv"	4088	3065	1495	0.0125370325245052	0.324334876471498	1352	0.904347826086957	"Tak-1"
"Tak1_05-YFP_itcn.csv"	4604	2446	1109	0.00890421792603375	0.316282954174994	943	0.850315599639315	"Tak-1"
"Tak1_06-YFP_itcn.csv"	4607	2447	1184	0.0102702311517988	0.298739112020591	1059	0.894425675675676	"Tak-1"
"Tak1_07-YFP_itcn.csv"	3262	3460	1263	0.0100586427078274	0.312074118362579	1129	0.893903404592241	"Tak-1"
"Tak1_08-YFP_itcn.csv"	3263	3452	1330	0.0109941646024797	0.301318343935106	1170	0.879699248120301	"Tak-1"
"Tak1_09-YFP_itcn.csv"	3265	3451	979	0.00955080490918304	0.246068912328165	873	0.891726251276813	"Tak-1"
"Tak1_10-YFP_itcn.csv"	4610	2448	894	0.00992682714881161	0.224308909489632	796	0.890380313199105	"Tak-1"
"Tak1_11-YFP_itcn.csv"	4088	3064	1846	0.0125389199626822	0.437133064869714	1690	0.915492957746479	"Tak-1"
"Tak1_12-YFP_itcn.csv"	4087	3065	1381	0.010526625420463	0.298828704465279	1215	0.879797248370746	"Tak-1"
